ioi,seq,location,year
1.719,BM1,Venice,2019
1.530,BM1,Venice,2019
1.665,BM1,Venice,2019
1.550,BM1,Venice,2019
1.793,BM1,Venice,2019
1.577,BM1,Venice,2019
1.865,BM1,Venice,2019
1.590,BM1,Venice,2019
1.603,BM1,Venice,2019
1.617,BM1,Venice,2019
1.879,BM1,Venice,2019
1.772,BM1,Venice,2019
1.700,BM1,Venice,2019
1.526,BM1,Venice,2019
1.790,BM1,Venice,2019
1.637,BM1,Venice,2019
1.639,BM1,Venice,2019
1.383,BM1,Venice,2019
1.213,BM1,Venice,2019
1.773,BM1,Venice,2019
1.717,BM1,Venice,2019
1.506,BM1,Venice,2019
1.878,BM1,Venice,2019
1.919,BM1,Venice,2019
1.856,BM1,Venice,2019
1.802,BM1,Venice,2019
2.093,BM1,Venice,2019
1.784,BM1,Venice,2019
2.031,BM1,Venice,2019
1.519,BM1,Venice,2019
0.980,BM1,Venice,2019
2.764,BM1,Venice,2019
1.619,BM1,Venice,2019
1.606,BM1,Venice,2019
1.757,BM1,Venice,2019
2.120,BM2,Venice,2019
2.713,BM2,Venice,2019
1.769,BM2,Venice,2019
2.108,BM2,Venice,2019
2.844,BM2,Venice,2019
1.892,BM2,Venice,2019
1.852,BM2,Venice,2019
2.176,BM2,Venice,2019
2.103,BM2,Venice,2019
5.242,BM2,Venice,2019
2.389,BM2,Venice,2019
2.213,BM2,Venice,2019
3.014,BM2,Venice,2019
4.916,BM2,Venice,2019
1.868,BM2,Venice,2019
2.126,BM2,Venice,2019
2.090,BM2,Venice,2019
2.027,BM2,Venice,2019
2.201,BM2,Venice,2019
2.521,BM2,Venice,2019
2.023,BM2,Venice,2019
1.752,BM2,Venice,2019
2.198,BM2,Venice,2019
1.863,BM2,Venice,2019
2.168,BM2,Venice,2019
1.873,BM2,Venice,2019
1.447,BM3,Venice,2019
1.572,BM3,Venice,2019
1.551,BM3,Venice,2019
1.532,BM3,Venice,2019
1.914,BM3,Venice,2019
1.473,BM3,Venice,2019
1.503,BM3,Venice,2019
1.642,BM3,Venice,2019
1.891,BM3,Venice,2019
1.446,BM3,Venice,2019
1.547,BM3,Venice,2019
1.692,BM3,Venice,2019
0.720,BM3,Venice,2019
1.555,BM3,Venice,2019
1.706,BM3,Venice,2019
2.042,BM3,Venice,2019
1.949,BM3,Venice,2019
1.632,BM3,Venice,2019
1.216,BM3,Venice,2019
1.389,BM3,Venice,2019
1.455,BM3,Venice,2019
1.820,BM3,Venice,2019
1.262,BM3,Venice,2019
1.363,BM3,Venice,2019
1.581,BM3,Venice,2019
1.396,BM3,Venice,2019
1.271,BM3,Venice,2019
1.721,BM3,Venice,2019
1.245,BM3,Venice,2019
2.463,BM3,Venice,2019
1.645,BM3,Venice,2019
2.707,BM3,Venice,2019
1.533,BM3,Venice,2019
1.539,BM3,Venice,2019
1.897,BM3,Venice,2019
1.688,BM3,Venice,2019
2.986,BM4,Venice,2019
2.932,BM4,Venice,2019
2.158,BM4,Venice,2019
2.353,BM4,Venice,2019
2.734,BM4,Venice,2019
2.790,BM4,Venice,2019
2.092,BM4,Venice,2019
2.881,BM4,Venice,2019
2.244,BM4,Venice,2019
2.366,BM4,Venice,2019
2.780,BM4,Venice,2019
2.743,BM4,Venice,2019
2.705,BM4,Venice,2019
2.706,BM4,Venice,2019
2.981,BM4,Venice,2019
2.266,BM4,Venice,2019
2.704,BM4,Venice,2019
3.269,BM4,Venice,2019
3.516,BM4,Venice,2019
3.276,BM4,Venice,2019
2.828,BM4,Venice,2019
2.788,BM4,Venice,2019
3.089,BM4,Venice,2019
1.700,BM5,Venice,2019
2.033,BM5,Venice,2019
1.717,BM5,Venice,2019
1.676,BM5,Venice,2019
1.732,BM5,Venice,2019
1.763,BM5,Venice,2019
1.675,BM5,Venice,2019
1.594,BM5,Venice,2019
1.798,BM5,Venice,2019
1.668,BM5,Venice,2019
1.676,BM5,Venice,2019
1.479,BM5,Venice,2019
1.551,BM5,Venice,2019
1.599,BM5,Venice,2019
1.513,BM5,Venice,2019
1.998,BM5,Venice,2019
1.998,BM5,Venice,2019
1.903,BM5,Venice,2019
2.298,BM5,Venice,2019
1.771,BM5,Venice,2019
2.000,BM5,Venice,2019
1.821,BM5,Venice,2019
1.702,BM5,Venice,2019
1.748,BM5,Venice,2019
1.789,BM5,Venice,2019
1.899,BM5,Venice,2019
1.881,BM5,Venice,2019
1.662,BM5,Venice,2019
1.662,BM5,Venice,2019
1.663,BM5,Venice,2019
1.615,BM5,Venice,2019
1.540,BM5,Venice,2019
1.526,BM5,Venice,2019
1.477,BM5,Venice,2019
1.516,BM5,Venice,2019
1.813,BM5,Venice,2019
1.878,BM5,Venice,2019
1.897,BM5,Venice,2019
3.580,BM6,Trieste,2009
2.792,BM6,Trieste,2009
2.894,BM6,Trieste,2009
2.316,BM6,Trieste,2009
2.597,BM6,Trieste,2009
3.215,BM6,Trieste,2009
2.712,BM6,Trieste,2009
3.612,BM6,Trieste,2009
3.976,BM6,Trieste,2009
3.176,BM6,Trieste,2009
2.384,BM6,Trieste,2009
3.393,BM6,Trieste,2009
3.997,BM6,Trieste,2009
3.431,BM6,Trieste,2009
3.038,BM6,Trieste,2009
2.960,BM6,Trieste,2009
3.443,BM6,Trieste,2009
2.897,BM6,Trieste,2009
2.458,BM6,Trieste,2009
2.690,BM6,Trieste,2009
3.008,BM7,Trieste,2009
2.819,BM7,Trieste,2009
2.655,BM7,Trieste,2009
3.078,BM7,Trieste,2009
2.926,BM7,Trieste,2009
2.697,BM7,Trieste,2009
2.758,BM7,Trieste,2009
2.430,BM7,Trieste,2009
2.997,BM7,Trieste,2009
3.137,BM7,Trieste,2009
3.525,BM7,Trieste,2009
2.503,BM7,Trieste,2009
2.655,BM7,Trieste,2009
2.364,BM7,Trieste,2009
2.840,BM7,Trieste,2009
2.344,BM7,Trieste,2009
2.512,BM7,Trieste,2009
2.657,BM7,Trieste,2009
2.328,BM7,Trieste,2009
2.665,BM7,Trieste,2009
2.568,BM7,Trieste,2009
3.417,BM8,Trieste,2009
4.323,BM8,Trieste,2009
3.414,BM8,Trieste,2009
4.226,BM8,Trieste,2009
4.093,BM8,Trieste,2009
3.891,BM8,Trieste,2009
5.574,BM8,Trieste,2009
4.221,BM8,Trieste,2009
4.762,BM8,Trieste,2009
4.591,BM8,Trieste,2009
4.890,BM8,Trieste,2009
5.682,BM8,Trieste,2009
4.987,BM8,Trieste,2009
3.896,BM8,Trieste,2009
6.099,BM8,Trieste,2009
4.458,BM8,Trieste,2009
3.981,BM8,Trieste,2009
4.013,BM8,Trieste,2009
4.580,BM8,Trieste,2009
3.999,BM8,Trieste,2009
2.230,BM9,Trieste,2009
2.367,BM9,Trieste,2009
2.324,BM9,Trieste,2009
2.272,BM9,Trieste,2009
2.388,BM9,Trieste,2009
2.124,BM9,Trieste,2009
2.930,BM9,Trieste,2009
2.005,BM9,Trieste,2009
2.592,BM9,Trieste,2009
2.240,BM9,Trieste,2009
2.529,BM9,Trieste,2009
2.292,BM9,Trieste,2009
2.468,BM9,Trieste,2009
2.242,BM9,Trieste,2009
2.119,BM9,Trieste,2009
2.133,BM9,Trieste,2009
2.961,BM9,Trieste,2009
2.381,BM9,Trieste,2009
2.039,BM9,Trieste,2009
2.855,BM9,Trieste,2009
2.982,BM9,Trieste,2009
2.242,BM9,Trieste,2009
2.266,BM9,Trieste,2009
2.084,BM9,Trieste,2009
2.832,BM9,Trieste,2009
2.236,BM9,Trieste,2009
3.610,BM10,Trieste,2009
2.706,BM10,Trieste,2009
2.843,BM10,Trieste,2009
2.439,BM10,Trieste,2009
3.034,BM10,Trieste,2009
2.791,BM10,Trieste,2009
2.431,BM10,Trieste,2009
2.684,BM10,Trieste,2009
2.663,BM10,Trieste,2009
2.737,BM10,Trieste,2009
3.259,BM10,Trieste,2009
2.226,BM10,Trieste,2009
2.960,BM10,Trieste,2009
3.671,BM10,Trieste,2009
3.910,BM10,Trieste,2009
2.934,BM10,Trieste,2009
2.624,BM10,Trieste,2009
2.508,BM10,Trieste,2009
2.914,BM10,Trieste,2009
3.147,BM10,Trieste,2009
3.663,BM10,Trieste,2009
2.600,BM11,Venice,2020
2.580,BM11,Venice,2020
2.187,BM11,Venice,2020
2.670,BM11,Venice,2020
2.854,BM11,Venice,2020
3.166,BM11,Venice,2020
3.185,BM11,Venice,2020
2.623,BM11,Venice,2020
2.609,BM11,Venice,2020
3.017,BM11,Venice,2020
2.993,BM11,Venice,2020
2.698,BM11,Venice,2020
2.565,BM11,Venice,2020
2.639,BM11,Venice,2020
2.550,BM11,Venice,2020
2.788,BM11,Venice,2020
2.421,BM11,Venice,2020
2.176,BM11,Venice,2020
2.481,BM11,Venice,2020
2.672,BM11,Venice,2020
3.047,BM11,Venice,2020
2.989,BM12,Venice,2020
2.202,BM12,Venice,2020
2.488,BM12,Venice,2020
2.495,BM12,Venice,2020
2.027,BM12,Venice,2020
2.990,BM12,Venice,2020
2.594,BM12,Venice,2020
2.406,BM12,Venice,2020
2.999,BM12,Venice,2020
2.313,BM12,Venice,2020
2.212,BM12,Venice,2020
2.048,BM12,Venice,2020
2.319,BM12,Venice,2020
2.345,BM12,Venice,2020
2.478,BM12,Venice,2020
2.046,BM12,Venice,2020
2.119,BM12,Venice,2020
2.151,BM12,Venice,2020
2.324,BM12,Venice,2020
1.996,BM12,Venice,2020
2.303,BM12,Venice,2020
2.427,BM12,Venice,2020
2.561,BM12,Venice,2020
2.365,BM12,Venice,2020
2.397,BM12,Venice,2020
2.169,BM13,Venice,2020
2.241,BM13,Venice,2020
2.425,BM13,Venice,2020
2.332,BM13,Venice,2020
1.897,BM13,Venice,2020
2.651,BM13,Venice,2020
2.151,BM13,Venice,2020
2.100,BM13,Venice,2020
2.069,BM13,Venice,2020
2.171,BM13,Venice,2020
2.110,BM13,Venice,2020
2.100,BM13,Venice,2020
1.927,BM13,Venice,2020
2.080,BM13,Venice,2020
2.242,BM13,Venice,2020
2.324,BM13,Venice,2020
1.877,BM13,Venice,2020
2.343,BM13,Venice,2020
2.070,BM13,Venice,2020
2.273,BM13,Venice,2020
1.836,BM13,Venice,2020
2.779,BM13,Venice,2020
1.999,BM13,Venice,2020
2.597,BM13,Venice,2020
2.211,BM13,Venice,2020
2.181,BM13,Venice,2020
2.007,BM13,Venice,2020
1.828,BM14,Venice,2020
1.115,BM14,Venice,2020
1.421,BM14,Venice,2020
1.335,BM14,Venice,2020
1.366,BM14,Venice,2020
1.492,BM14,Venice,2020
1.455,BM14,Venice,2020
1.256,BM14,Venice,2020
1.218,BM14,Venice,2020
1.635,BM14,Venice,2020
1.469,BM14,Venice,2020
1.605,BM14,Venice,2020
1.225,BM14,Venice,2020
1.003,BM14,Venice,2020
1.345,BM14,Venice,2020
1.412,BM14,Venice,2020
1.196,BM14,Venice,2020
1.471,BM14,Venice,2020
1.568,BM14,Venice,2020
1.705,BM14,Venice,2020
1.538,BM14,Venice,2020
1.486,BM14,Venice,2020
1.040,BM14,Venice,2020
0.914,BM14,Venice,2020
1.176,BM14,Venice,2020
1.858,BM14,Venice,2020
1.604,BM14,Venice,2020
1.405,BM14,Venice,2020
1.180,BM14,Venice,2020
1.501,BM14,Venice,2020
1.382,BM14,Venice,2020
1.472,BM14,Venice,2020
2.325,BM14,Venice,2020
2.089,BM14,Venice,2020
1.857,BM14,Venice,2020
1.717,BM14,Venice,2020
1.648,BM14,Venice,2020
1.717,BM14,Venice,2020
1.939,BM14,Venice,2020
1.307,BM14,Venice,2020
1.327,BM14,Venice,2020
1.100,BM14,Venice,2020
2.617,BM15,Venice,2020
3.856,BM15,Venice,2020
3.422,BM15,Venice,2020
3.051,BM15,Venice,2020
2.169,BM15,Venice,2020
3.361,BM15,Venice,2020
2.385,BM15,Venice,2020
2.755,BM15,Venice,2020
5.544,BM15,Venice,2020
2.588,BM15,Venice,2020
3.020,BM15,Venice,2020
2.725,BM15,Venice,2020
2.227,BM15,Venice,2020
2.850,BM15,Venice,2020
3.979,BM15,Venice,2020
3.350,BM15,Venice,2020
2.973,BM15,Venice,2020
2.648,BM15,Venice,2020
3.826,BM16,Trieste,2009
4.027,BM16,Trieste,2009
3.290,BM16,Trieste,2009
3.217,BM16,Trieste,2009
3.438,BM16,Trieste,2009
4.156,BM16,Trieste,2009
3.824,BM16,Trieste,2009
4.321,BM16,Trieste,2009
6.841,BM16,Trieste,2009
3.480,BM16,Trieste,2009
3.788,BM16,Trieste,2009
4.232,BM16,Trieste,2009
4.003,BM16,Trieste,2009
2.371,BM17,Trieste,2009
2.393,BM17,Trieste,2009
2.281,BM17,Trieste,2009
2.890,BM17,Trieste,2009
2.370,BM17,Trieste,2009
4.042,BM17,Trieste,2009
4.109,BM17,Trieste,2009
8.189,BM17,Trieste,2009
1.603,BM17,Trieste,2009
1.987,BM17,Trieste,2009
1.964,BM17,Trieste,2009
2.122,BM17,Trieste,2009
2.010,BM17,Trieste,2009
2.142,BM17,Trieste,2009
2.055,BM17,Trieste,2009
2.190,BM17,Trieste,2009
1.716,BM17,Trieste,2009
2.370,BM17,Trieste,2009
2.258,BM17,Trieste,2009
2.302,BM17,Trieste,2009
1.897,BM17,Trieste,2009
2.280,BM17,Trieste,2009
2.077,BM17,Trieste,2009
3.453,BM18,Trieste,2009
3.983,BM18,Trieste,2009
3.901,BM18,Trieste,2009
4.595,BM18,Trieste,2009
4.535,BM18,Trieste,2009
3.745,BM18,Trieste,2009
3.961,BM18,Trieste,2009
3.849,BM18,Trieste,2009
3.480,BM18,Trieste,2009
4.342,BM18,Trieste,2009
4.422,BM18,Trieste,2009
5.111,BM18,Trieste,2009
4.676,BM18,Trieste,2009
3.838,BM18,Trieste,2009
4.699,BM19,Trieste,2009
4.334,BM19,Trieste,2009
4.011,BM19,Trieste,2009
4.558,BM19,Trieste,2009
3.872,BM19,Trieste,2009
3.612,BM19,Trieste,2009
3.894,BM19,Trieste,2009
3.871,BM19,Trieste,2009
5.050,BM19,Trieste,2009
4.629,BM19,Trieste,2009
4.154,BM19,Trieste,2009
4.154,BM19,Trieste,2009
4.827,BM19,Trieste,2009
3.199,BM20,Trieste,2009
3.365,BM20,Trieste,2009
3.406,BM20,Trieste,2009
2.807,BM20,Trieste,2009
3.930,BM20,Trieste,2009
3.145,BM20,Trieste,2009
3.611,BM20,Trieste,2009
2.882,BM20,Trieste,2009
4.317,BM20,Trieste,2009
4.329,BM20,Trieste,2009
5.509,BM20,Trieste,2009
3.930,BM20,Trieste,2009
5.432,BM20,Trieste,2009
4.304,BM20,Trieste,2009
3.538,BM21,Crete,2017
3.526,BM21,Crete,2017
5.225,BM21,Crete,2017
4.583,BM21,Crete,2017
5.249,BM21,Crete,2017
4.169,BM21,Crete,2017
3.604,BM21,Crete,2017
4.738,BM21,Crete,2017
2.738,BM22,Crete,2017
2.909,BM22,Crete,2017
2.575,BM22,Crete,2017
2.667,BM22,Crete,2017
3.199,BM22,Crete,2017
3.045,BM22,Crete,2017
3.748,BM22,Crete,2017
4.802,BM22,Crete,2017
2.562,BM22,Crete,2017
3.188,BM22,Crete,2017
2.983,BM22,Crete,2017
2.813,BM22,Crete,2017
3.035,BM22,Crete,2017
2.932,BM22,Crete,2017
3.290,BM22,Crete,2017
2.769,BM22,Crete,2017
2.657,BM22,Crete,2017
3.045,BM22,Crete,2017
2.180,BM23,Crete,2017
2.271,BM23,Crete,2017
2.423,BM23,Crete,2017
2.139,BM23,Crete,2017
2.444,BM23,Crete,2017
2.254,BM23,Crete,2017
2.278,BM23,Crete,2017
2.279,BM23,Crete,2017
2.773,BM23,Crete,2017
2.477,BM23,Crete,2017
2.380,BM23,Crete,2017
2.584,BM23,Crete,2017
2.328,BM23,Crete,2017
2.822,BM23,Crete,2017
2.283,BM23,Crete,2017
2.238,BM23,Crete,2017
2.485,BM23,Crete,2017
2.445,BM23,Crete,2017
2.106,BM23,Crete,2017
2.032,BM23,Crete,2017
2.246,BM23,Crete,2017
2.205,BM23,Crete,2017
2.282,BM23,Crete,2017
2.213,BM23,Crete,2017
2.378,BM24,Crete,2017
2.164,BM24,Crete,2017
2.995,BM24,Crete,2017
2.182,BM24,Crete,2017
2.189,BM24,Crete,2017
1.884,BM24,Crete,2017
1.901,BM24,Crete,2017
2.509,BM24,Crete,2017
2.322,BM24,Crete,2017
3.242,BM24,Crete,2017
2.131,BM24,Crete,2017
2.266,BM24,Crete,2017
2.065,BM24,Crete,2017
2.040,BM24,Crete,2017
2.381,BM24,Crete,2017
2.271,BM24,Crete,2017
2.506,BM24,Crete,2017
2.090,BM24,Crete,2017
2.049,BM24,Crete,2017
2.168,BM24,Crete,2017
2.296,BM24,Crete,2017
2.345,BM24,Crete,2017
2.224,BM24,Crete,2017
2.213,BM24,Crete,2017
2.287,BM24,Crete,2017
3.107,BM25,Crete,2017
3.574,BM25,Crete,2017
2.729,BM25,Crete,2017
3.063,BM25,Crete,2017
3.475,BM25,Crete,2017
3.136,BM25,Crete,2017
3.425,BM25,Crete,2017
2.822,BM25,Crete,2017
2.911,BM25,Crete,2017
3.095,BM25,Crete,2017
4.084,BM25,Crete,2017
3.349,BM25,Crete,2017
2.752,BM25,Crete,2017
2.899,BM25,Crete,2017
3.118,BM25,Crete,2017
2.454,BM25,Crete,2017
2.252,BM25,Crete,2017
1.698,BM25,Crete,2017
2.862,BM25,Crete,2017
3.185,BM26,Crete,2017
3.653,BM26,Crete,2017
3.484,BM26,Crete,2017
2.900,BM26,Crete,2017
2.704,BM26,Crete,2017
3.176,BM26,Crete,2017
3.262,BM26,Crete,2017
2.951,BM26,Crete,2017
3.234,BM26,Crete,2017
3.156,BM26,Crete,2017
2.771,BM26,Crete,2017
3.833,BM26,Crete,2017
2.222,BM26,Crete,2017
2.576,BM26,Crete,2017
2.637,BM26,Crete,2017
2.825,BM26,Crete,2017
2.596,BM26,Crete,2017
2.512,BM26,Crete,2017
2.485,BM26,Crete,2017
2.530,BM27,Crete,2017
2.783,BM27,Crete,2017
2.653,BM27,Crete,2017
2.809,BM27,Crete,2017
2.703,BM27,Crete,2017
2.649,BM27,Crete,2017
2.645,BM27,Crete,2017
3.078,BM27,Crete,2017
2.954,BM27,Crete,2017
2.936,BM27,Crete,2017
2.641,BM27,Crete,2017
2.464,BM27,Crete,2017
2.600,BM27,Crete,2017
3.486,BM27,Crete,2017
2.304,BM27,Crete,2017
3.045,BM27,Crete,2017
2.477,BM27,Crete,2017
3.372,BM27,Crete,2017
2.028,BM27,Crete,2017
2.141,BM27,Crete,2017
3.282,BM27,Crete,2017
2.825,BM28,Crete,2017
2.228,BM28,Crete,2017
2.414,BM28,Crete,2017
2.384,BM28,Crete,2017
2.810,BM28,Crete,2017
2.717,BM28,Crete,2017
2.560,BM28,Crete,2017
2.199,BM28,Crete,2017
2.750,BM28,Crete,2017
2.316,BM28,Crete,2017
2.961,BM28,Crete,2017
2.420,BM28,Crete,2017
2.089,BM28,Crete,2017
2.065,BM28,Crete,2017
2.066,BM28,Crete,2017
2.327,BM28,Crete,2017
2.468,BM28,Crete,2017
2.548,BM28,Crete,2017
2.626,BM28,Crete,2017
2.682,BM28,Crete,2017
2.503,BM28,Crete,2017
2.618,BM28,Crete,2017
2.903,BM28,Crete,2017
2.467,BM29,Crete,2017
2.409,BM29,Crete,2017
2.478,BM29,Crete,2017
2.723,BM29,Crete,2017
2.911,BM29,Crete,2017
2.409,BM29,Crete,2017
2.060,BM29,Crete,2017
2.176,BM29,Crete,2017
2.094,BM29,Crete,2017
1.806,BM29,Crete,2017
2.094,BM29,Crete,2017
2.327,BM29,Crete,2017
2.234,BM29,Crete,2017
2.083,BM29,Crete,2017
2.397,BM29,Crete,2017
2.000,BM29,Crete,2017
1.873,BM29,Crete,2017
2.001,BM29,Crete,2017
2.141,BM29,Crete,2017
2.048,BM29,Crete,2017
2.409,BM29,Crete,2017
2.690,BM30,Crete,2017
2.847,BM30,Crete,2017
2.795,BM30,Crete,2017
3.766,BM30,Crete,2017
2.304,BM30,Crete,2017
5.052,BM30,Crete,2017
2.756,BM30,Crete,2017
2.853,BM30,Crete,2017
2.883,BM30,Crete,2017
2.452,BM30,Crete,2017
2.337,BM30,Crete,2017
3.564,BM30,Crete,2017
2.534,BM30,Crete,2017
2.666,BM30,Crete,2017
2.339,BM30,Crete,2017
2.814,BM30,Crete,2017
2.600,BM30,Crete,2017
2.579,BM30,Crete,2017
2.641,BM30,Crete,2017
2.411,BM30,Crete,2017
2.345,BM31,Mallorca,2017
2.517,BM31,Mallorca,2017
2.267,BM31,Mallorca,2017
2.055,BM31,Mallorca,2017
2.993,BM31,Mallorca,2017
2.399,BM31,Mallorca,2017
1.930,BM31,Mallorca,2017
2.102,BM31,Mallorca,2017
2.665,BM31,Mallorca,2017
2.538,BM31,Mallorca,2017
2.181,BM31,Mallorca,2017
2.290,BM31,Mallorca,2017
2.775,BM31,Mallorca,2017
2.044,BM31,Mallorca,2017
2.173,BM31,Mallorca,2017
2.196,BM31,Mallorca,2017
2.176,BM31,Mallorca,2017
2.157,BM31,Mallorca,2017
2.415,BM31,Mallorca,2017
2.141,BM31,Mallorca,2017
1.989,BM31,Mallorca,2017
2.040,BM31,Mallorca,2017
2.243,BM31,Mallorca,2017
2.087,BM31,Mallorca,2017
2.360,BM31,Mallorca,2017
2.900,BM32,Mallorca,2017
2.438,BM32,Mallorca,2017
2.532,BM32,Mallorca,2017
2.957,BM32,Mallorca,2017
2.642,BM32,Mallorca,2017
2.485,BM32,Mallorca,2017
2.458,BM32,Mallorca,2017
3.322,BM32,Mallorca,2017
2.212,BM32,Mallorca,2017
1.665,BM32,Mallorca,2017
2.279,BM32,Mallorca,2017
2.282,BM32,Mallorca,2017
2.618,BM32,Mallorca,2017
2.432,BM32,Mallorca,2017
3.580,BM32,Mallorca,2017
2.728,BM32,Mallorca,2017
2.483,BM32,Mallorca,2017
3.025,BM32,Mallorca,2017
3.455,BM32,Mallorca,2017
3.517,BM32,Mallorca,2017
3.910,BM32,Mallorca,2017
2.324,BM33,Mallorca,2017
2.297,BM33,Mallorca,2017
1.782,BM33,Mallorca,2017
1.930,BM33,Mallorca,2017
2.098,BM33,Mallorca,2017
2.171,BM33,Mallorca,2017
2.363,BM33,Mallorca,2017
2.277,BM33,Mallorca,2017
1.639,BM33,Mallorca,2017
1.941,BM33,Mallorca,2017
2.528,BM33,Mallorca,2017
2.631,BM33,Mallorca,2017
3.324,BM33,Mallorca,2017
2.785,BM33,Mallorca,2017
2.615,BM33,Mallorca,2017
1.661,BM33,Mallorca,2017
1.809,BM33,Mallorca,2017
2.152,BM33,Mallorca,2017
1.941,BM33,Mallorca,2017
2.440,BM33,Mallorca,2017
2.862,BM33,Mallorca,2017
2.209,BM33,Mallorca,2017
2.116,BM33,Mallorca,2017
1.764,BM33,Mallorca,2017
2.083,BM33,Mallorca,2017
2.253,BM33,Mallorca,2017
3.316,BM34,Mallorca,2017
2.826,BM34,Mallorca,2017
2.200,BM34,Mallorca,2017
2.437,BM34,Mallorca,2017
2.818,BM34,Mallorca,2017
2.444,BM34,Mallorca,2017
2.831,BM34,Mallorca,2017
2.960,BM34,Mallorca,2017
2.325,BM34,Mallorca,2017
2.805,BM34,Mallorca,2017
3.044,BM34,Mallorca,2017
3.308,BM34,Mallorca,2017
