ioi,seq,location,year
1.851,BM70,Trieste,2009
2.103,BM70,Trieste,2009
2.452,BM70,Trieste,2009
3.769,BM70,Trieste,2009
2.584,BM70,Trieste,2009
2.370,BM70,Trieste,2009
2.860,BM70,Trieste,2009
2.211,BM70,Trieste,2009
2.036,BM70,Trieste,2009
1.550,BM70,Trieste,2009
1.166,BM70,Trieste,2009
1.586,BM70,Trieste,2009
2.992,BM70,Trieste,2009
2.421,BM70,Trieste,2009
1.863,BM71,Venice,2020
1.890,BM71,Venice,2020
1.835,BM71,Venice,2020
2.054,BM71,Venice,2020
2.191,BM71,Venice,2020
1.890,BM71,Venice,2020
1.890,BM71,Venice,2020
2.164,BM71,Venice,2020
1.753,BM71,Venice,2020
1.780,BM71,Venice,2020
1.917,BM71,Venice,2020
2.082,BM71,Venice,2020
2.255,BM71,Venice,2020
2.246,BM71,Venice,2020
2.109,BM71,Venice,2020
1.945,BM71,Venice,2020
1.917,BM71,Venice,2020
2.082,BM71,Venice,2020
2.219,BM71,Venice,2020
1.972,BM71,Venice,2020
1.762,BM71,Venice,2020
1.726,BM71,Venice,2020
1.753,BM71,Venice,2020
1.808,BM71,Venice,2020
2.082,BM71,Venice,2020
1.808,BM71,Venice,2020
1.917,BM71,Venice,2020
1.753,BM71,Venice,2020
1.616,BM71,Venice,2020
1.972,BM71,Venice,2020
1.875,BM72,Venice,2019
2.402,BM72,Venice,2019
2.168,BM72,Venice,2019
1.875,BM72,Venice,2019
2.402,BM72,Venice,2019
1.641,BM72,Venice,2019
1.992,BM72,Venice,2019
2.402,BM72,Venice,2019
2.109,BM72,Venice,2019
1.875,BM72,Venice,2019
2.044,BM72,Venice,2019
2.196,BM72,Venice,2019
2.113,BM72,Venice,2019
2.196,BM72,Venice,2019
2.983,BM72,Venice,2019
2.486,BM72,Venice,2019
1.643,BM72,Venice,2019
2.444,BM72,Venice,2019
3.025,BM72,Venice,2019
2.486,BM72,Venice,2019
2.569,BM72,Venice,2019
3.066,BM72,Venice,2019
2.268,BM72,Venice,2019
2.859,BM72,Venice,2019
2.362,BM72,Venice,2019
2.776,BM72,Venice,2019
1.754,BM73,Venice,2019
1.702,BM73,Venice,2019
1.599,BM73,Venice,2019
1.702,BM73,Venice,2019
1.754,BM73,Venice,2019
1.547,BM73,Venice,2019
1.599,BM73,Venice,2019
1.805,BM73,Venice,2019
1.754,BM73,Venice,2019
1.754,BM73,Venice,2019
1.805,BM73,Venice,2019
1.702,BM73,Venice,2019
1.702,BM73,Venice,2019
1.631,BM73,Venice,2019
2.270,BM73,Venice,2019
1.754,BM73,Venice,2019
1.547,BM73,Venice,2019
1.651,BM73,Venice,2019
1.651,BM73,Venice,2019
1.857,BM73,Venice,2019
1.754,BM73,Venice,2019
1.857,BM73,Venice,2019
2.115,BM73,Venice,2019
1.584,BM73,Venice,2019
2.218,BM73,Venice,2019
1.496,BM73,Venice,2019
1.728,BM73,Venice,2019
1.754,BM73,Venice,2019
1.754,BM73,Venice,2019
1.676,BM73,Venice,2019
1.676,BM73,Venice,2019
1.805,BM73,Venice,2019
1.393,BM73,Venice,2019
1.805,BM73,Venice,2019
1.780,BM73,Venice,2019
3.258,BM74,Venice,2019
2.153,BM74,Venice,2019
2.036,BM74,Venice,2019
3.665,BM74,Venice,2019
1.978,BM74,Venice,2019
3.258,BM74,Venice,2019
2.269,BM74,Venice,2019
3.025,BM74,Venice,2019
2.444,BM74,Venice,2019
2.618,BM74,Venice,2019
2.269,BM74,Venice,2019
5.178,BM74,Venice,2019
2.594,BM74,Venice,2019
2.385,BM74,Venice,2019
2.269,BM74,Venice,2019
2.851,BM74,Venice,2019
2.735,BM74,Venice,2019
2.269,BM74,Venice,2019
3.084,BM74,Venice,2019
4.131,BM74,Venice,2019
1.920,BM74,Venice,2019
2.103,BM74,Venice,2019
2.444,BM74,Venice,2019
3.134,BM75,Venice,2020
3.083,BM75,Venice,2020
2.723,BM75,Venice,2020
2.261,BM75,Venice,2020
2.312,BM75,Venice,2020
2.774,BM75,Venice,2020
2.312,BM75,Venice,2020
2.569,BM75,Venice,2020
2.774,BM75,Venice,2020
2.672,BM75,Venice,2020
2.466,BM75,Venice,2020
2.158,BM75,Venice,2020
2.209,BM75,Venice,2020
3.339,BM75,Venice,2020
2.209,BM75,Venice,2020
2.672,BM75,Venice,2020
2.286,BM75,Venice,2020
2.569,BM75,Venice,2020
2.672,BM75,Venice,2020
2.158,BM75,Venice,2020
2.723,BM75,Venice,2020
2.774,BM75,Venice,2020
2.774,BM75,Venice,2020
1.952,BM75,Venice,2020
2.106,BM75,Venice,2020
2.049,BM76,Venice,2020
2.207,BM76,Venice,2020
2.154,BM76,Venice,2020
2.417,BM76,Venice,2020
2.470,BM76,Venice,2020
3.153,BM76,Venice,2020
1.997,BM76,Venice,2020
2.312,BM76,Venice,2020
2.575,BM76,Venice,2020
2.470,BM76,Venice,2020
2.522,BM76,Venice,2020
2.102,BM76,Venice,2020
2.680,BM76,Venice,2020
2.417,BM76,Venice,2020
2.575,BM76,Venice,2020
2.417,BM76,Venice,2020
2.213,BM76,Venice,2020
2.627,BM76,Venice,2020
2.417,BM76,Venice,2020
2.522,BM76,Venice,2020
2.207,BM76,Venice,2020
2.470,BM76,Venice,2020
2.365,BM76,Venice,2020
1.881,BM77,Venice,2020
1.932,BM77,Venice,2020
1.474,BM77,Venice,2020
1.983,BM77,Venice,2020
1.525,BM77,Venice,2020
1.881,BM77,Venice,2020
1.881,BM77,Venice,2020
1.932,BM77,Venice,2020
2.084,BM77,Venice,2020
1.932,BM77,Venice,2020
2.135,BM77,Venice,2020
2.135,BM77,Venice,2020
2.033,BM77,Venice,2020
2.033,BM77,Venice,2020
2.033,BM77,Venice,2020
2.135,BM77,Venice,2020
1.881,BM77,Venice,2020
1.983,BM77,Venice,2020
2.440,BM77,Venice,2020
2.593,BM77,Venice,2020
2.389,BM77,Venice,2020
1.932,BM77,Venice,2020
1.932,BM77,Venice,2020
1.932,BM77,Venice,2020
2.403,BM77,Venice,2020
1.983,BM77,Venice,2020
1.932,BM77,Venice,2020
2.084,BM77,Venice,2020
2.288,BM77,Venice,2020
2.135,BM77,Venice,2020
2.237,BM77,Venice,2020
2.033,BM77,Venice,2020
2.033,BM77,Venice,2020
2.735,BM78,Venice,2020
1.823,BM78,Venice,2020
1.773,BM78,Venice,2020
1.823,BM78,Venice,2020
1.520,BM78,Venice,2020
2.381,BM78,Venice,2020
1.874,BM78,Venice,2020
1.823,BM78,Venice,2020
1.469,BM78,Venice,2020
1.570,BM78,Venice,2020
1.671,BM78,Venice,2020
1.520,BM78,Venice,2020
0.912,BM78,Venice,2020
0.962,BM78,Venice,2020
1.671,BM78,Venice,2020
1.520,BM78,Venice,2020
1.874,BM78,Venice,2020
1.570,BM78,Venice,2020
2.077,BM78,Venice,2020
3.039,BM78,Venice,2020
1.463,BM78,Venice,2020
1.773,BM78,Venice,2020
1.773,BM78,Venice,2020
1.874,BM78,Venice,2020
2.127,BM78,Venice,2020
1.925,BM78,Venice,2020
2.229,BM78,Venice,2020
2.077,BM78,Venice,2020
1.925,BM78,Venice,2020
3.242,BM78,Venice,2020
1.722,BM78,Venice,2020
2.583,BM78,Venice,2020
1.520,BM78,Venice,2020
2.786,BM78,Venice,2020
2.279,BM78,Venice,2020
2.583,BM78,Venice,2020
1.831,BM79,Venice,2020
2.517,BM79,Venice,2020
2.670,BM79,Venice,2020
2.937,BM79,Venice,2020
2.212,BM79,Venice,2020
2.517,BM79,Venice,2020
2.670,BM79,Venice,2020
2.289,BM79,Venice,2020
2.250,BM79,Venice,2020
3.357,BM79,Venice,2020
3.166,BM79,Venice,2020
2.356,BM79,Venice,2020
2.784,BM79,Venice,2020
2.365,BM79,Venice,2020
2.670,BM79,Venice,2020
2.594,BM79,Venice,2020
2.250,BM79,Venice,2020
1.831,BM79,Venice,2020
2.517,BM79,Venice,2020
2.823,BM79,Venice,2020
2.861,BM79,Venice,2020
3.013,BM79,Venice,2020
2.517,BM79,Venice,2020
3.349,BM79,Venice,2020
2.479,BM79,Venice,2020
2.212,BM79,Venice,2020
2.174,BM79,Venice,2020
2.022,BM79,Venice,2020
2.338,BM80,Venice,2020
3.423,BM80,Venice,2020
2.505,BM80,Venice,2020
2.338,BM80,Venice,2020
3.173,BM80,Venice,2020
2.505,BM80,Venice,2020
2.588,BM80,Venice,2020
2.505,BM80,Venice,2020
2.505,BM80,Venice,2020
2.421,BM80,Venice,2020
2.671,BM80,Venice,2020
2.568,BM80,Venice,2020
2.420,BM80,Venice,2020
2.243,BM80,Venice,2020
3.276,BM80,Venice,2020
3.130,BM80,Venice,2020
4.339,BM80,Venice,2020
3.542,BM80,Venice,2020
3.099,BM80,Venice,2020
4.428,BM80,Venice,2020
2.863,BM80,Venice,2020
4.026,BM80,Venice,2020
3.778,BM80,Venice,2020
4.132,BM80,Venice,2020
2.004,BM81,Trieste,2021
2.254,BM81,Trieste,2021
2.397,BM81,Trieste,2021
2.362,BM81,Trieste,2021
2.347,BM81,Trieste,2021
2.227,BM81,Trieste,2021
2.328,BM81,Trieste,2021
1.930,BM81,Trieste,2021
2.758,BM81,Trieste,2021
2.581,BM81,Trieste,2021
2.024,BM81,Trieste,2021
2.328,BM81,Trieste,2021
2.581,BM81,Trieste,2021
2.935,BM81,Trieste,2021
2.355,BM81,Trieste,2021
2.429,BM81,Trieste,2021
2.302,BM81,Trieste,2021
2.176,BM81,Trieste,2021
1.974,BM81,Trieste,2021
2.758,BM81,Trieste,2021
2.125,BM81,Trieste,2021
2.353,BM81,Trieste,2021
2.361,BM81,Trieste,2021
2.125,BM81,Trieste,2021
2.505,BM81,Trieste,2021
2.505,BM81,Trieste,2021
4.437,BM82,Trieste,2021
3.936,BM82,Trieste,2021
3.149,BM82,Trieste,2021
2.631,BM82,Trieste,2021
3.087,BM82,Trieste,2021
3.947,BM82,Trieste,2021
2.429,BM82,Trieste,2021
3.087,BM82,Trieste,2021
4.384,BM82,Trieste,2021
3.441,BM82,Trieste,2021
3.998,BM82,Trieste,2021
3.036,BM82,Trieste,2021
3.542,BM82,Trieste,2021
2.834,BM82,Trieste,2021
2.884,BM82,Trieste,2021
2.834,BM82,Trieste,2021
3.896,BM82,Trieste,2021
3.340,BM82,Trieste,2021
3.846,BM82,Trieste,2021
2.892,BM83,Trieste,2021
2.606,BM83,Trieste,2021
2.535,BM83,Trieste,2021
2.285,BM83,Trieste,2021
2.392,BM83,Trieste,2021
2.428,BM83,Trieste,2021
2.677,BM83,Trieste,2021
2.713,BM83,Trieste,2021
2.786,BM83,Trieste,2021
2.392,BM83,Trieste,2021
2.142,BM83,Trieste,2021
2.178,BM83,Trieste,2021
2.856,BM83,Trieste,2021
3.034,BM83,Trieste,2021
2.703,BM83,Trieste,2021
2.892,BM83,Trieste,2021
2.463,BM83,Trieste,2021
2.249,BM83,Trieste,2021
2.499,BM83,Trieste,2021
2.606,BM83,Trieste,2021
2.892,BM83,Trieste,2021
3.463,BM83,Trieste,2021
2.392,BM83,Trieste,2021
2.101,BM84,Trieste,2021
2.227,BM84,Trieste,2021
2.201,BM84,Trieste,2021
2.404,BM84,Trieste,2021
1.948,BM84,Trieste,2021
2.227,BM84,Trieste,2021
2.505,BM84,Trieste,2021
2.454,BM84,Trieste,2021
2.265,BM84,Trieste,2021
2.075,BM84,Trieste,2021
2.404,BM84,Trieste,2021
2.100,BM84,Trieste,2021
2.453,BM84,Trieste,2021
1.999,BM84,Trieste,2021
2.378,BM84,Trieste,2021
2.024,BM84,Trieste,2021
2.606,BM84,Trieste,2021
2.049,BM84,Trieste,2021
2.252,BM84,Trieste,2021
2.716,BM84,Trieste,2021
2.125,BM84,Trieste,2021
1.240,BM84,Trieste,2021
1.948,BM84,Trieste,2021
2.277,BM84,Trieste,2021
2.049,BM84,Trieste,2021
2.049,BM84,Trieste,2021
2.200,BM84,Trieste,2021
2.606,BM84,Trieste,2021
1.898,BM84,Trieste,2021
2.363,BM85,Trieste,2021
2.404,BM85,Trieste,2021
2.859,BM85,Trieste,2021
2.809,BM85,Trieste,2021
2.796,BM85,Trieste,2021
2.125,BM85,Trieste,2021
1.948,BM85,Trieste,2021
2.176,BM85,Trieste,2021
2.100,BM85,Trieste,2021
2.328,BM85,Trieste,2021
2.201,BM85,Trieste,2021
2.606,BM85,Trieste,2021
2.082,BM85,Trieste,2021
2.024,BM85,Trieste,2021
2.353,BM85,Trieste,2021
2.151,BM85,Trieste,2021
2.125,BM85,Trieste,2021
2.125,BM85,Trieste,2021
2.252,BM85,Trieste,2021
2.024,BM85,Trieste,2021
2.144,BM85,Trieste,2021
2.151,BM85,Trieste,2021
2.328,BM85,Trieste,2021
1.948,BM85,Trieste,2021
2.454,BM85,Trieste,2021
2.098,BM85,Trieste,2021
2.252,BM85,Trieste,2021
2.499,BM85,Trieste,2021
2.466,BM86,Trieste,2021
2.684,BM86,Trieste,2021
2.394,BM86,Trieste,2021
2.974,BM86,Trieste,2021
1.812,BM86,Trieste,2021
2.321,BM86,Trieste,2021
2.249,BM86,Trieste,2021
2.357,BM86,Trieste,2021
2.176,BM86,Trieste,2021
2.357,BM86,Trieste,2021
2.865,BM86,Trieste,2021
3.046,BM86,Trieste,2021
2.559,BM86,Trieste,2021
2.684,BM86,Trieste,2021
3.663,BM86,Trieste,2021
2.720,BM86,Trieste,2021
2.684,BM86,Trieste,2021
2.793,BM86,Trieste,2021
2.394,BM86,Trieste,2021
2.480,BM86,Trieste,2021
3.155,BM86,Trieste,2021
3.917,BM86,Trieste,2021
2.720,BM86,Trieste,2021
2.647,BM86,Trieste,2021
2.575,BM86,Trieste,2021
3.292,BM87,Trieste,2021
3.006,BM87,Trieste,2021
3.721,BM87,Trieste,2021
3.364,BM87,Trieste,2021
3.793,BM87,Trieste,2021
3.077,BM87,Trieste,2021
3.507,BM87,Trieste,2021
3.721,BM87,Trieste,2021
4.338,BM87,Trieste,2021
4.330,BM87,Trieste,2021
3.006,BM87,Trieste,2021
3.435,BM87,Trieste,2021
3.650,BM87,Trieste,2021
3.149,BM87,Trieste,2021
3.507,BM87,Trieste,2021
4.831,BM87,Trieste,2021
2.648,BM88,Trieste,2021
3.364,BM88,Trieste,2021
2.684,BM88,Trieste,2021
2.791,BM88,Trieste,2021
2.719,BM88,Trieste,2021
2.732,BM88,Trieste,2021
2.612,BM88,Trieste,2021
2.576,BM88,Trieste,2021
2.863,BM88,Trieste,2021
2.648,BM88,Trieste,2021
2.648,BM88,Trieste,2021
3.077,BM88,Trieste,2021
2.254,BM88,Trieste,2021
3.220,BM88,Trieste,2021
2.612,BM88,Trieste,2021
2.989,BM88,Trieste,2021
2.898,BM88,Trieste,2021
2.684,BM88,Trieste,2021
2.791,BM88,Trieste,2021
2.898,BM88,Trieste,2021
2.576,BM88,Trieste,2021
2.183,BM89,Trieste,2021
2.469,BM89,Trieste,2021
2.433,BM89,Trieste,2021
2.451,BM89,Trieste,2021
3.077,BM89,Trieste,2021
2.397,BM89,Trieste,2021
2.719,BM89,Trieste,2021
3.471,BM89,Trieste,2021
2.719,BM89,Trieste,2021
2.611,BM89,Trieste,2021
2.433,BM89,Trieste,2021
2.612,BM89,Trieste,2021
3.507,BM89,Trieste,2021
3.793,BM89,Trieste,2021
2.648,BM89,Trieste,2021
2.898,BM89,Trieste,2021
2.469,BM89,Trieste,2021
2.464,BM89,Trieste,2021
2.541,BM89,Trieste,2021
2.397,BM89,Trieste,2021
2.397,BM89,Trieste,2021
2.934,BM89,Trieste,2021
2.863,BM89,Trieste,2021
2.505,BM89,Trieste,2021
3.435,BM90,Trieste,2021
2.719,BM90,Trieste,2021
3.793,BM90,Trieste,2021
3.721,BM90,Trieste,2021
3.793,BM90,Trieste,2021
3.077,BM90,Trieste,2021
3.364,BM90,Trieste,2021
3.149,BM90,Trieste,2021
4.008,BM90,Trieste,2021
3.292,BM90,Trieste,2021
3.077,BM90,Trieste,2021
3.721,BM90,Trieste,2021
2.791,BM90,Trieste,2021
3.721,BM90,Trieste,2021
3.435,BM90,Trieste,2021
2.648,BM90,Trieste,2021
2.863,BM90,Trieste,2021
3.364,BM90,Trieste,2021
3.364,BM90,Trieste,2021
2.779,BM91,Trieste,2021
2.483,BM91,Trieste,2021
2.549,BM91,Trieste,2021
2.418,BM91,Trieste,2021
2.768,BM91,Trieste,2021
2.888,BM91,Trieste,2021
3.085,BM91,Trieste,2021
2.910,BM91,Trieste,2021
2.986,BM91,Trieste,2021
2.396,BM91,Trieste,2021
3.172,BM91,Trieste,2021
3.161,BM91,Trieste,2021
2.746,BM91,Trieste,2021
2.811,BM91,Trieste,2021
2.593,BM91,Trieste,2021
2.789,BM91,Trieste,2021
3.971,BM91,Trieste,2021
2.757,BM91,Trieste,2021
3.599,BM91,Trieste,2021
3.388,BM92,Trieste,2021
2.676,BM92,Trieste,2021
2.568,BM92,Trieste,2021
3.187,BM92,Trieste,2021
2.645,BM92,Trieste,2021
2.908,BM92,Trieste,2021
2.754,BM92,Trieste,2021
3.125,BM92,Trieste,2021
2.630,BM92,Trieste,2021
3.032,BM92,Trieste,2021
2.522,BM92,Trieste,2021
3.512,BM92,Trieste,2021
2.769,BM92,Trieste,2021
2.831,BM92,Trieste,2021
4.053,BM92,Trieste,2021
3.651,BM92,Trieste,2021
2.924,BM92,Trieste,2021
2.676,BM92,Trieste,2021
2.413,BM93,Trieste,2021
2.305,BM93,Trieste,2021
2.398,BM93,Trieste,2021
2.653,BM93,Trieste,2021
2.948,BM93,Trieste,2021
2.638,BM93,Trieste,2021
3.813,BM93,Trieste,2021
8.029,BM93,Trieste,2021
4.703,BM93,Trieste,2021
3.195,BM93,Trieste,2021
4.997,BM93,Trieste,2021
6.289,BM93,Trieste,2021
4.494,BM93,Trieste,2021
3.512,BM93,Trieste,2021
2.658,BM93,Trieste,2021
2.000,BM94,Trieste,2021
2.113,BM94,Trieste,2021
2.088,BM94,Trieste,2021
2.513,BM94,Trieste,2021
2.120,BM94,Trieste,2021
1.827,BM94,Trieste,2021
2.146,BM94,Trieste,2021
1.985,BM94,Trieste,2021
2.335,BM94,Trieste,2021
2.285,BM94,Trieste,2021
2.927,BM94,Trieste,2021
2.478,BM94,Trieste,2021
2.380,BM94,Trieste,2021
2.290,BM94,Trieste,2021
2.240,BM94,Trieste,2021
4.276,BM94,Trieste,2021
2.163,BM94,Trieste,2021
2.214,BM94,Trieste,2021
2.718,BM94,Trieste,2021
2.331,BM94,Trieste,2021
3.154,BM94,Trieste,2021
2.649,BM94,Trieste,2021
2.245,BM94,Trieste,2021
2.227,BM94,Trieste,2021
2.330,BM94,Trieste,2021
2.305,BM94,Trieste,2021
2.915,BM95,Trieste,2021
2.882,BM95,Trieste,2021
2.790,BM95,Trieste,2021
2.560,BM95,Trieste,2021
2.339,BM95,Trieste,2021
2.558,BM95,Trieste,2021
2.286,BM95,Trieste,2021
2.362,BM95,Trieste,2021
2.707,BM95,Trieste,2021
2.494,BM95,Trieste,2021
2.992,BM95,Trieste,2021
2.899,BM95,Trieste,2021
2.768,BM95,Trieste,2021
3.391,BM95,Trieste,2021
2.089,BM95,Trieste,2021
2.428,BM95,Trieste,2021
2.910,BM95,Trieste,2021
2.363,BM95,Trieste,2021
2.734,BM95,Trieste,2021
2.487,BM95,Trieste,2021
2.711,BM95,Trieste,2021
2.718,BM95,Trieste,2021
2.302,BM95,Trieste,2021
2.199,BM95,Trieste,2021
3.102,BM96,Trieste,2021
4.384,BM96,Trieste,2021
3.883,BM96,Trieste,2021
4.208,BM96,Trieste,2021
3.458,BM96,Trieste,2021
3.566,BM96,Trieste,2021
4.517,BM96,Trieste,2021
3.852,BM96,Trieste,2021
3.574,BM96,Trieste,2021
6.157,BM96,Trieste,2021
2.970,BM96,Trieste,2021
3.984,BM96,Trieste,2021
3.171,BM96,Trieste,2021
3.481,BM96,Trieste,2021
3.953,BM96,Trieste,2021
2.986,BM97,Trieste,2021
2.939,BM97,Trieste,2021
2.630,BM97,Trieste,2021
2.769,BM97,Trieste,2021
2.754,BM97,Trieste,2021
4.069,BM97,Trieste,2021
3.991,BM97,Trieste,2021
3.775,BM97,Trieste,2021
3.202,BM97,Trieste,2021
3.079,BM97,Trieste,2021
3.110,BM97,Trieste,2021
3.280,BM97,Trieste,2021
3.017,BM97,Trieste,2021
3.295,BM97,Trieste,2021
4.409,BM97,Trieste,2021
4.038,BM97,Trieste,2021
3.357,BM97,Trieste,2021
2.259,BM98,Trieste,2021
2.336,BM98,Trieste,2021
2.212,BM98,Trieste,2021
2.413,BM98,Trieste,2021
3.651,BM98,Trieste,2021
2.609,BM98,Trieste,2021
2.816,BM98,Trieste,2021
2.274,BM98,Trieste,2021
2.475,BM98,Trieste,2021
2.862,BM98,Trieste,2021
2.754,BM98,Trieste,2021
3.079,BM98,Trieste,2021
2.522,BM98,Trieste,2021
3.574,BM98,Trieste,2021
3.249,BM98,Trieste,2021
2.568,BM98,Trieste,2021
2.274,BM98,Trieste,2021
2.522,BM98,Trieste,2021
3.465,BM98,Trieste,2021
2.395,BM98,Trieste,2021
4.202,BM98,Trieste,2021
2.094,BM99,Trieste,2021
2.007,BM99,Trieste,2021
2.166,BM99,Trieste,2021
2.670,BM99,Trieste,2021
1.958,BM99,Trieste,2021
2.573,BM99,Trieste,2021
2.718,BM99,Trieste,2021
2.180,BM99,Trieste,2021
3.376,BM99,Trieste,2021
2.593,BM99,Trieste,2021
2.653,BM99,Trieste,2021
2.439,BM99,Trieste,2021
2.024,BM99,Trieste,2021
2.062,BM99,Trieste,2021
2.024,BM99,Trieste,2021
2.177,BM99,Trieste,2021
3.085,BM99,Trieste,2021
2.188,BM99,Trieste,2021
2.565,BM99,Trieste,2021
2.139,BM99,Trieste,2021
2.445,BM99,Trieste,2021
2.249,BM99,Trieste,2021
2.312,BM99,Trieste,2021
2.872,BM99,Trieste,2021
2.795,BM100,Trieste,2021
2.259,BM100,Trieste,2021
2.336,BM100,Trieste,2021
2.040,BM100,Trieste,2021
2.368,BM100,Trieste,2021
2.696,BM100,Trieste,2021
2.467,BM100,Trieste,2021
2.549,BM100,Trieste,2021
2.365,BM100,Trieste,2021
2.232,BM100,Trieste,2021
2.271,BM100,Trieste,2021
2.330,BM100,Trieste,2021
2.257,BM100,Trieste,2021
2.521,BM100,Trieste,2021
2.182,BM100,Trieste,2021
2.259,BM100,Trieste,2021
2.264,BM100,Trieste,2021
2.609,BM100,Trieste,2021
2.604,BM100,Trieste,2021
2.186,BM100,Trieste,2021
3.142,BM100,Trieste,2021
2.210,BM100,Trieste,2021
2.582,BM100,Trieste,2021
2.297,BM100,Trieste,2021
1.947,BM100,Trieste,2021
2.199,BM100,Trieste,2021
1.903,BM100,Trieste,2021
2.407,BM100,Trieste,2021
2.742,BM100,Trieste,2021
